BOD,name,count(nameGiven)
1962-11-12,"Wilfredo Aristides,Jeffrey Scott",2
1962-11-30,"Vincent Edward,Gary Anthony",2
1962-12-05,"German,Atlee Alan",2
1962-12-19,"James Clayton,William Edward",2
1962-12-25,"Bruce Kenneth,Marty Ashley",2
1963-01-02,"Edgar,David Brian",2
1963-01-04,"Daryl Lamont,Thomas Brad",2
1963-01-05,"John Kirk,Jeffrey Joseph",2
1963-01-06,"Norman Wood,Robert Banks",2
1963-01-22,"Javier Victor,Hugh Jeffery",2
1963-01-26,"Kevin DeWayne,Jose Altagracia",2
1963-01-31,"Francisco Javier,David Carter",2
1963-02-10,"Leonard Kyle,Dane Edward",2
1963-02-18,"LaVel Maurice,Jefferson Alan",2
1963-02-25,"Larry Wayne,Joel Jacob,Paul Andrew",3
1963-03-01,"Richard Anthony,Antonio Jose",2
1963-03-20,"Richard Alan,Dana Lamont",2
1963-03-27,"Andrew Clark,Michael Edward",2
1963-04-09,"Anthony Michael,Jose Alberto",2
1963-04-10,"Jeffrey Edward,Michael,Marvin",3
1963-04-18,"Alexander,Peter Louis",2
1963-05-14,"Shawn Edward,Patrick Lance",2
1963-05-27,"Edwin,Scott Allan",2
1963-06-17,"Thomas Kent,Matthew Roy",2
1963-07-06,"Kenneth Lance,Todd Edward",2
1963-07-19,"Mark Steven,Vicente",2
1963-07-22,"Gary Louis,Denio Mariano",2
1963-07-29,"William Thomas,Steven Francis",2
1963-08-08,"Byron Brett,Ronald Joseph",2
1963-08-11,"Michael Kale,Van Voorhees",2
1963-08-13,"Jeffrey Scott,Dennis Clay",2
1963-08-20,"Bradley James,Jose Isabel,Kalvoski,Israel",4
1963-09-03,"Eric Vaughn,Cedric Bernard",2
1963-09-10,"Randall David,Terry",2
1963-09-12,"Keith Wills,Michael Joseph",2
1963-09-21,"Michael Troy,Cecil Grant",2
1963-10-27,"Leon Joseph,Eric Alvin",2
1963-10-31,"Frederick Stanley,Matthew Dodge,Michael Anthony",3
1963-11-02,"Patrick Edward,Samuel Lee",2
1963-11-23,"Richard Daniel,Dale Curtis",2
1963-12-07,"James Parker,William Derrick,Steven Bernard,Shane Lee",4
1963-12-10,"Richard Douglas,Luis Andrew,Gilberto Rolando,Richard James",4
1964-01-03,"Russell Howard,Howard James,Luis Antonio",3
1964-01-07,"David Donald,Allan Lee",2
1964-01-13,"Jose,William Joseph",2
1964-01-19,"Mark Anthony,James Samuel",2
1964-02-12,"Joseph Anthony,Cameron Steward",2
1964-02-14,"William Patrick,Keith Edward",2
1964-03-31,"Christopher John,Balvino,Rafael Edgardo",3
1964-04-11,"Bret William,Amalio Rafael,Walter Richard",3
1964-04-12,"Jerry Leroy,Michael Andrew",2
1964-04-28,"Barry Louis,Eric Carl",2
1964-05-01,"Daniel Michael,Jose",2
1964-05-11,"Jeffrey Doyle,William Daro,Robert Andrew,Floyd Everett,Trenidad Aviel",5
1964-05-20,"Gordon Lee,Jeffrey William",2
1964-06-28,"Mark Eugene,Kevin Michael",2
1964-07-02,"Jose,Osvaldo,Joseph David",3
1964-07-08,"Kenneth Brian,Robert Wayne",2
1964-07-20,"Mark Owen,James Steven",2
1964-07-28,"Robert,Terry Derrell",2
1964-08-04,"William James,Ruben Dario",2
1964-08-10,"Andrew Neal,William Carl",2
1964-08-13,"Thomas Albert,Jay Campbell,Gary Clifton",3
1964-08-14,"Thomas Charles,Mark David",2
1964-09-01,"Luis Antonio,David Lee",2
1964-09-24,"James Llewellyn,Rafael",2
1964-09-26,"Joseph Douglas,David",2
1964-09-30,"James Douglas,Scott Edward",2
1964-10-02,"Randall Parker,Hector",2
1964-10-04,"John Francis,Mark Tremell",2
1964-10-07,"James Scott,Richard Anthony",2
1964-11-10,"Milciades Arturo,Kenneth Scott,Shawn Leroy,Keith Virgil",4
1964-11-12,"David Alan,Gary Montez",2
1964-11-16,"Dwight Eugene,Robbin Dale",2
1964-11-28,"John David,Craig",2
1964-12-03,"Darryl Quinn,Jeffrey Allen,Steven Jerome",3
1964-12-24,"Carlos Francisco,Timothy Darnell",2
1964-12-29,"Craig Allen,Rodney Lea",2
1965-01-03,"Luis Beltran,Mark Alan",2
1965-01-20,"Bradford Albert,Kevin Christian",2
1965-02-12,"Dennis LeRoy,Ruben,Stanley Robert",3
1965-02-20,"Antonio Gustavo,Paul Tyrrell",2
1965-03-03,"Bertram Alexander,Anthony Joseph",2
1965-03-12,"Steven Allen,Albert Shawn",2
1965-04-27,"Paul Robert,Robert Joseph",2
1965-05-14,"Jose Manuel,Isidro",2
1965-05-20,"Wayne Tyrone,Todd Vernon",2
1965-05-24,"Gregory,Robert Thomas",2
1965-05-27,"James Ernest,Jacob Donnell",2
1965-06-04,"Dale LeBeau,Kurt Andrew",2
1965-06-17,"Manuel Lora,Michael Anthony",2
1965-07-08,"Jerome O'Terrell,Charles Ray",2
1965-07-12,"Michael Anthony,Wallace Reid",2
1965-07-15,"Scott Louis,Kirt Dean",2
1965-08-11,"John Kyle,George Anthony,Carlos Alberto Escobar",3
1965-08-12,"Barry Paul,Joseph Anthony",2
1965-08-26,"Carlos Narcis,Jeffrey Scott",2
1965-09-05,"Robert Eugene,Jeffrey Allen",2
1965-10-11,"Orlando P.,Erik Anthony",2
1965-10-19,"Michael James,Robert David,Wade Eric",3
1965-10-26,"Zachary Quinn,Gilbert",2
1965-11-06,"Brian Allen,Everardo",2
1965-11-18,"Scott Mathew,Christian,Mark Joseph",3
1965-12-01,"Jeffrey Wilson,Julio Segundo",2
1965-12-08,"Jeffrey Scott,John Andrew",2
1965-12-11,"Jay Stuart,Adam Charles",2
1965-12-14,"Craig Alan,Kenneth Wade",2
1965-12-16,"Randall Philip,Christopher Carlos",2
1966-02-01,"Eduardo Jose,Darrin John",2
1966-02-24,"Rene,Rodney Lee",2
1966-02-27,"Christopher Hugh,Peter John",2
1966-03-06,"Joseph Geroy,Anthony Charles",2
1966-04-14,"David Christopher,Gregory Alan,Gregory Richard",3
1966-04-25,"Erik Daniel,Darren Lee",2
1966-04-27,"John Eric,Robert Cunningham",2
1966-04-29,"John Henry,Edwin Josue",2
1966-05-25,"William Joseph,David Michael",2
1966-06-07,"Trevor Kirk,Heath",2
1966-06-28,"Frank Charles,Shawn Darrell",2
1966-07-06,"Darrin Alexander,Jeremy Stuart",2
1966-07-07,"David Allen,Jeffrey Lee",2
1966-08-15,"Scott David,Daniel Gene",2
1966-08-16,"Terrance Darnell,Steven Eugene",2
1966-09-24,"Christopher Sean,Otis Bernard,Kevin Craig",3
1966-10-03,"Darrin Glen,Scott Michael",2
1966-10-04,"Michael Charles,Timothy Edward",2
1966-10-18,"Alan Bernard,Carlos Cesar",2
1966-10-28,"Juan Andres,Timothy Paul",2
1966-11-07,"Williams,Andy Lee,Brian Stacy",3
1966-11-18,"Eddie Jack,Ronald Bryan,Howard Earl",3
1966-12-01,"Larry Kenneth Robert,Gregory Winston",2
1966-12-10,"Melquiades,Norberto Enrique",2
1967-01-04,"Edward Robert,Clinton Wayne",2
1967-01-08,"Matthew Samuel,Randall William",2
1967-01-26,"Jeffery Glenn,Timothy Dean",2
1967-02-01,"Timothy James,Juan Antonio",2
1967-02-11,"John Allen,Scott Vernon",2
1967-02-18,"William Matthew,John William",2
1967-02-26,"David Wayne,Scott David",2
1967-03-26,"Jarvis Ardel,Shawn Robert",2
1967-03-27,"Jaime,Ulises",2
1967-03-28,"Shawn Kealoha,Lawrence Christopher",2
1967-03-29,"Brian O'Neal,Geronimo",2
1967-04-03,"Miguel Angel,Danilo Enrique",2
1967-05-16,"Douglas Keith,Frank Peter",2
1967-06-04,"Richard David,Scott Daniel",2
1967-06-14,"Jerry Carl,George Alex,Brian Craig",3
1967-06-28,"Matthew Dean,Ronald Herman",2
1967-07-11,"Donnell Lee,Andrew Jason",2
1967-08-04,"Steven Ray,Domingo Emilio",2
1967-08-08,"Matthew Christopher,Kevin Donnell",2
1967-08-27,"Brian Wesley,Willie Everett",2
1967-09-15,"Paul David,Dennis Michael",2
1967-09-22,"John Eric,Patrick Joseph,Matthew Christopher,Michael Douglas",4
1967-09-30,"Yorkis Miguel Vargas,John Reed",2
1967-10-13,"Scott Kendrick,Monty Ted,Trevor William",3
1967-10-14,"David Vincent,Patrick Franklin",2
1967-10-29,"Armando,Narciso Chicho,Gregory James",3
1967-11-04,"Jonathan Taylor,Eric Peter,Ryan Orlando,Christopher Shaun",4
1967-11-08,"Eric Todd,Henry Anderson",2
1967-11-11,"Jose Luis,Noe",2
1967-11-12,"Mark Allan,Donald",2
1967-11-21,"James Darron,Roy Bunyan",2
1967-11-24,"Calvin John,Albert Lee,Larry Benard",3
1967-12-17,"Rafael Emilio,Steven Michael",2
1968-01-08,"Paul Stephan,Brian David",2
1968-01-21,"Keith Wayne,Thomas James",2
1968-01-27,"Russell Loren,Eric Michael",2
1968-02-05,"Roberto,Andres Confesor",2
1968-02-09,"Bradley Thomas,Robert Franciscus",2
1968-02-10,"Ryan Eugene,Edward James",2
1968-03-03,"Roberto,Scott David",2
1968-03-04,"Brian Raynold,Giovanni",2
1968-03-07,"Denis,Jeffrey Franklin",2
1968-03-17,"Patrick Alexander,Dan Patrick",2
1968-03-26,"Gerald Paul,Richard Shane,Jose Luis",3
1968-04-12,"Clifford,David Alan",2
1968-05-21,"Gregory Joseph,Steven Antone",2
1968-05-27,"Frank Edward,Jeffrey Robert",2
1968-07-07,"Michael Anthony,Edward Charles",2
1968-08-01,"Brian Edward,Shigetoshi",2
1968-08-03,"Rodney Roy,Kevin Joseph",2
1968-08-12,"Reginald Allen,Anthony Eugene",2
1968-08-21,"Michael William,Karl Derrick",2
1968-08-31,"Hideo,Patrick O'Neal",2
1968-09-13,"Erik Hans,Bernabe,Dennis Edward",3
1968-10-07,"Milton,Floyd Bluford",2
1968-10-30,"Gregory O'Neil,Erik John",2
1968-11-04,"Carlos Obed,Domingo Antonio,Osvaldo",3
1968-11-12,"Samuel Peralta,Randy Duane",2
1968-11-13,"Patrick George,Mark Andrew",2
1968-11-18,"Clayton Daniel,Gary Antonian,Phillip Wayne,Darrell Lamont",4
1968-11-20,"Charles Mark,Steven Wayne",2
1968-11-24,"Stephen Wayne,David Andrew",2
1968-11-25,"John William,Shingo",2
1968-11-28,"Scott Patrick,Pedro Julio,Terry Dale",3
1968-11-29,"Allen Zelmo,Pedro",2
1969-01-13,"Kevin Christopher,Orlando",2
1969-02-11,"Bryan David,Kevin Ray",2
1969-02-25,"Gregory Alan,Leslie Eugene",2
1969-03-04,"Edward Thomas,Lee Owen",2
1969-03-25,"Daniel Allen,David Travis,Eric James,Paul Gerard,Scott Gerald,Erik Paul",6
1969-04-04,"Carlos Alberto,Mark Arthur",2
1969-04-08,"Kirk Richard,Peter Brian",2
1969-04-14,"Brad Lee,Bradley David",2
1969-04-16,"Ken,Fernando",2
1969-05-10,"Peter Alan,John Russell",2
1969-05-31,"Rikkert,Timothy Layne",2
1969-06-26,"Michael Stanley,Rodney Luther",2
1969-06-29,"George,Pablo Made,Jose Edgardo",3
1969-07-08,"Robert Joseph,Rosario Isabel,Ernest Wesley",3
1969-07-23,"Francisco Aguirre,Henry Felipe",2
1969-08-01,"Kevin Thomas,Brent Bradley",2
1969-08-07,"Stanley Roger,Brian Mark",2
1969-08-19,"Matthew Neil,Miguel Anthony",2
1969-08-26,"Ricky Paul,Kenneth Allan",2
1969-09-07,"Darren William,Brent Adam,Rafael Octavio",3
1969-09-11,"Shannon Dion,Eduardo Atanacio",2
1969-09-21,"Benjamin Davis,Jason Samuel",2
1969-09-22,"Jeffrey Finas,Cesar Salvatore",2
1969-09-25,"Juan Oscar,John David,Anthony Darrell",3
1969-10-02,"Alan Spencer,Matthew Lovick",2
1969-10-12,"Jose Antonio,Derrick Ramon",2
1969-10-13,"Damian Donald,Timothy Lyle",2
1969-10-22,"Ariel,Hector",2
1969-10-25,"Keith John,Larry Wayne",2
1969-10-31,"Oreste Vilato,Damon Wayne",2
1969-11-23,"David Andrew,Stephen Douglas",2
1969-11-27,"Timothy John,Christopher Mark",2
1969-12-10,"Patrick Howard,Jon Edward",2
1969-12-14,"David Wayne,Scott Allen",2
1970-01-19,"Rick Michael,Cecil Lee",2
1970-01-23,"Sherman Omar,Alan Duane,Mark Edward",3
1970-01-31,"Joel Todd,Christopher Davis",2
1970-02-01,"Edwin Amilgar,Joseph John",2
1970-02-10,"Alberto Terrero,Robert Joseph",2
1970-02-14,"Kelly Lee,Takashi",2
1970-03-04,"David James,John Franklin",2
1970-04-02,"Dennis Lee,Jonathan Ray",2
1970-04-11,"Sean Frederick,Joseph David",2
1970-04-18,"Rico Joseph,Steven Robert",2
1970-05-07,"Brook Alexander,Mark Edward",2
1970-05-21,"Bryce Bettencourt,Thomas Edgar",2
1970-05-25,"Joseph Raymond,Luis Alberto",2
1970-06-02,"Jonathan Reid,Michael Raymond",2
1970-06-27,"James Patrick,Ricardo",2
1970-07-14,"Mark Clay,Timothy Howard",2
1970-07-29,"Steven Joseph,Todd Kent",2
1970-08-07,"Richard Steven,Gregory Daniel,Marc George",3
1970-08-25,"Duff Lechaun,Douglas Metunwa",2
1970-09-03,"Craig Franklin,David Scott,Chad Douglas",3
1970-09-09,"Daniel,Johns Joseph",2
1970-09-16,"Bronswell Dante,Paul Kenneth",2
1970-09-28,"Brian Glen,Michel Dwain",2
1970-09-29,"Gary Allen,Joseph Paul",2
1970-10-03,"Manuel,Charles Roger",2
1970-10-08,"Olmedo,David Eric,Angel Sandy",3
1970-10-25,"Curtis Albert,Quenton Terrell",2
1970-11-05,"Javier,Glenelg Edward",2
1970-11-19,"John Joseph,Jeffrey James",2
1970-12-15,"Robert Randolph,Ricky Allen",2
1970-12-30,"Benjamin Earl,Bart Steven",2
1971-01-11,"Reynaldo,Alexander",2
1971-01-19,"Jeffrey Daniel,Phillip Joseph",2
1971-01-20,"Marvin Larry,Brian Stephen",2
1971-02-03,"Eric Blake,Scott Edward",2
1971-02-26,"Daniel,Matthew Clifford",2
1971-03-05,"Jose Miguel,Jeffrey Bryan,Brian Lee,Brian Herbert,Chad Everette",5
1971-03-10,"Robert E.,Shad Clayton",2
1971-03-11,"Rodney Wood,Sang-Hoon",2
1971-03-12,"Gregory Michael,Raul Ramon",2
1971-03-26,"Frank Greenfield,Jesus Rafael",2
1971-04-14,"Carlos Gross,Gregory Owen",2
1971-05-04,"Joseph Thomas,David Brian",2
1971-05-25,"Angel Santos,Sean Patrick",2
1971-06-03,"Aaron David,Carl Edward,Islay",3
1971-06-16,"Christopher Cory,Fernando",2
1971-06-22,"Brant Michael,Brian Walter",2
1971-06-28,"Gregory Charles,Ronald Matthew",2
1971-07-15,"James,Timothy Allan",2
1971-07-19,"Gustavo,Robert Keith",2
1971-07-20,"Charles Edward,Ray Darnell",2
1971-07-30,"Calvin Duane,Ronald Patrick",2
1971-08-09,"Ryan Ashley,Randall Scott,Benjamin Ashley",3
1971-08-17,"Jorge Rafael,Roberto,James Daniel",3
1971-08-29,"Henry Ramon,Bronson Wayne",2
1971-09-13,"Brent David,Armando",2
1971-09-24,"James Eugene,Kevin Charles",2
1971-10-03,"Wilfredo,Timothy James",2
1971-11-09,"Jonathan Keith,Scott William",2
1971-11-10,"Terry Bobby Gene,Robert Leon",2
1971-11-11,"Ryan Lee,Roland Robert",2
1971-11-15,"Ryan Dewitte,Todd Anthony",2
1971-11-20,"Kevin Dale,Gabriel Allen",2
1971-11-23,"Ryan Byron,Matt Jacob,Edilberto,Aaron James",4
1971-11-30,"Ray,Matthew",2
1971-12-06,"Adam Davis,Jose Ariel",2
1971-12-26,"Jay Weldon,Carlos Luis",2
1971-12-28,"Melvin,Benny Peter",2
1971-12-31,"Esteban Antonio,Brian Merritt",2
1972-01-18,"Keith Harris,Michael Scott",2
1972-01-20,"Timothy Mark,Lucas Matthew",2
1972-01-28,"Christopher Michael,Tsuyoshi,Bryan Matthew,Steven James",4
1972-01-29,"Morgan,Julio Alberto",2
1972-02-02,"Jared Wade,Melvin",2
1972-03-01,"Jimmy O'Neal,Omar Jesus",2
1972-03-24,"Stefan Andrew,Jose Alberto",2
1972-03-27,"Adam Michael,Creighton Wade",2
1972-04-04,"James Jeffrey,Matthew William,Guillermo Antonio",3
1972-04-11,"Jason Andrew,Robin Christopher,Robert Mitchell",3
1972-04-26,"Brian James,Francisco,Antonio Felipe",3
1972-05-01,"Robert William,Fausto Santiago",2
1972-05-18,"James Andrew,Michael Joseph",2
1972-05-24,"Gabriel,Daniel",2
1972-05-28,"Tilson Manuel,Joseph Donald",2
1972-05-30,"Manuel Aristides,Scott Alan",2
1972-06-02,"Chance Steven,Raul Javier",2
1972-06-06,"Anthony Joseph,Michael Brooks,Jeffrey F.",3
1972-06-15,"Ramiro,Andrew Eugene,Anthony Christopher",3
1972-06-20,"Gabor Paul,Juan Gabriel",2
1972-06-30,"Garret Joseph,James Wellington",2
1972-08-09,"Dustin R.,Jeffrey Ross",2
1972-08-24,"Kurt Everett,Christian Michael,Michael Edward",3
1972-08-25,"Fausto Andres,Michael Paul",2
1972-09-07,"Jason Derik,William Anthony",2
1972-09-13,"Chan Everett,Nelson",2
1972-09-21,"Scott Edward,Shannon Bolt",2
1972-09-30,"Curtis LaMar,Jose Desiderio Rodriguez",2
1972-10-02,"Rafael,Warren Neal",2
1972-10-05,"Aaron Colin,Yamil Antonio",2
1972-10-06,"Valerio Lorenzo,Romar Benjamin",2
1972-10-10,"Michael James,Ramon E.",2
1972-10-19,"Joseph Earl,Marc Alexander,Keith Charles",3
1972-11-06,"Deivi,Matthew Leland",2
1972-11-10,"Shawn David,Gregory Mark",2
1972-11-22,"Luis,Jason Lee",2
1972-11-28,"Geraldo Moreno,Jose Miguel",2
1972-12-05,"Felix Antonio,Cornelius Clifford,Michael John",3
1972-12-06,"Richard Ryan,Neil Aaron",2
1972-12-21,"LaTroy,Dustin Michael",2
1973-01-05,"Ramon Francisco,Frederick Helsher",2
1973-01-14,"Roderick Demond,Michael Troy",2
1973-01-29,"Brian Christopher,Jason David",2
1973-02-22,"Richard Michael,William Russell",2
1973-03-05,"Felipe Javier,Ryan Ray",2
1973-03-06,"Terry Wayne,Roberto Alejandro",2
1973-03-08,"Mark Francis,Justin Willard",2
1973-03-09,"Aaron John,Christopher John",2
1973-03-17,"Raul Alexander,Vance Allen",2
1973-04-19,"Heath Robertson,Willis Alexander",2
1973-04-20,"Todd Mathew,Scott Joseph",2
1973-05-06,"Israel,Michael Arthur",2
1973-05-14,"Bradley Kenneth,Anthony Warren",2
1973-05-25,"Melvin Gregorio,Todd Arthur",2
1973-06-10,"Julio Alberto,Calvin",2
1973-06-24,"Ryan Craig,Robert James,Kevin Jon",3
1973-06-28,"Cordel Leonard,Jose Carlos",2
1973-06-29,"Pedro Jose,Jason Paul",2
1973-07-07,"Jose,Matthew Bruce",2
1973-07-22,"Michael John,Michael Richard",2
1973-07-24,"Stephen Karari,Norihiro",2
1973-08-04,"James Eric,Bobby Dean",2
1973-08-20,"Jose Luis,Todd Lynn",2
1973-08-21,"Ismael,Michael Craig,Louis Keith",3
1973-09-04,"Brian Lee,Richard Aaron,Joseph Bernard",3
1973-09-07,"David Matthew,Jarrod Lane",2
1973-09-24,"Jesus Jesse,Carlton Edward",2
1973-10-03,"Kerry Keith,Brandon Michael",2
1973-10-05,"Brett William,Luis",2
1973-10-15,"David Cardenas,Timothy R.,Mendy",3
1973-10-31,"Timothy Christopher,David Michael",2
1973-11-06,"Carlos Manuel,Justin James",2
1973-11-15,"Kevin John,Brian Scott",2
1973-11-17,"Raymond Michael,Elieser",2
1973-11-21,"Daniel Saffle,Todd Michael",2
1973-12-09,"Leocadio Francisco,Christopher John",2
1974-01-05,"Damon Reed,Ryan Dale,Mark Allen",3
1974-01-11,"Cody Dean,Warren Randall",2
1974-01-23,"Mark Bradford,Erubiel",2
1974-01-28,"Magglio,Jermaine Terrell,Oscar Eduardo",3
1974-03-06,"James O'Neal,Gabriel de Jesus",2
1974-03-09,"Francisco Alejandro,Gary Wayne",2
1974-03-19,"John Thomas,Michael Jason",2
1974-03-24,"James Thomas,James Lee",2
1974-04-27,"Frank John,Steven Lee",2
1974-04-29,"Hector Luis,Anthony Scott",2
1974-05-18,"Felix,Nelson",2
1974-06-04,"Trace Robert,Darin Charles",2
1974-06-09,"Bertrum Scarborough,Dwight Randolph",2
1974-06-12,"Damon Jamall,Hideki",2
1974-06-26,"Derek Sanderson,Jason Daniel",2
1974-07-21,"Brett,Geoffrey Scott",2
1974-08-06,"Christopher John,Luis",2
1974-08-12,"Shane Hartland,Matthew Paul",2
1974-08-13,"Jarrod Michael,Scott Patrick",2
1974-08-16,"Roger Leandro,John Michael",2
1974-08-18,"Christopher James,Jayson Paul",2
1974-08-23,"Mark Christian,Robert M.,Alejandro",3
1974-08-24,"Bartolome,Jeffrey Scot",2
1974-08-25,"Gary Nathaniel,Pablo Jose",2
1974-09-05,"Andrew Jon,Calvin Gregory",2
1974-10-11,"Jesus Paulino,Michael Alan",2
1974-10-17,"Luis A.,John Loy,Curt Russell",3
1974-11-02,"Orlando Luis,Jose Mayobanex",2
1974-11-07,"Glendon James,Kristen James",2
1974-11-09,"Jeffrey Michael,Jose Antonio,Beiker",3
1974-11-19,"Mario A.,John Edward",2
1974-12-18,"Jose Ilich,Lance David",2
1974-12-24,"Keith H. M.,Jamey Alan,Kevin Austin",3
1974-12-26,"Corey Wayne,Brian Michael",2
1974-12-29,"Emil Quincy,Richmond Lockwood",2
1975-01-09,"Enrique Nomar,Kenneth Brian",2
1975-01-17,"Bradley Ryan,Kenneth Scott",2
1975-01-19,"Fernando Alfredo,Brian Drew",2
1975-02-08,"Anthony David,James Vo",2
1975-02-20,"Donzell,Eisler Livan,Leoncio",3
1975-02-28,"Juan Carlos,Ricky L.",2
1975-03-15,"Vladimir,Daniel Lee",2
1975-03-25,"Miguel,Adrian",2
1975-03-28,"Stephen Lanier,Julio Ernesto",2
1975-03-29,"Marcus Ray,Daniel Lee",2
1975-03-31,"Ryan Kittman,Timothy Arthur",2
1975-04-08,"Jeremy Joseph,Timoniel",2
1975-04-19,"Brett Aaron,John Michael",2
1975-04-21,"Aquilino,Carlos",2
1975-04-27,"Christopher John,Pedro Julio,Benjamin Damon",3
1975-04-29,"Rafael Jose,Joshua Gibson",2
1975-05-13,"Michael Christopher,John Baptiste",2
1975-05-15,"Graham Clinton,Steven Larry",2
1975-05-20,"Amaury Miguel,Luis Rafael",2
1975-06-17,"Donnie Lamont,Mark Phillip",2
1975-06-22,"Kenshin,Esteban Luis",2
1975-07-27,"Alexander Emmanuel,Shea Matthew",2
1975-07-30,"Oswaldo Antonio,Matt",2
1975-07-31,"Randy Alan,Gabriel Stefan",2
1975-08-09,"Brian Christopher,Michael Robert",2
1975-08-14,"Scott Edward,Eric Wade,McKay Andrew",3
1975-08-15,"Benjamin Cooper,Aaron Alvin Marcus",2
1975-08-16,"Jin Ho,Michael Donnell",2
1975-08-26,"Morgan Paul,Troy Walter",2
1975-09-05,"Rodrigo Richard,Randol Doyle",2
1975-09-12,"Mark Landon,Luis Antonio",2
1975-09-15,"Javier Peterson,Daniel Charles",2
1975-09-22,"Luis Carlos,Daniel Victor",2
1975-10-03,"Michael Keith,Scott Robert",2
1975-10-09,"John,Daniel Avila",2
1975-10-23,"Kazuo,Todd Andrew,Todd Stephen",3
1975-10-29,"Gustavo Karim,Gerald Clyde,Scott Philip",3
1975-10-30,"Marcos,Andrew John",2
1975-11-18,"Shawn Anthony,Matthew John,David Americo",3
1975-12-29,"Jason John,Jaret Samuel,Thomas Patrick",3
1976-01-07,"Alfonso Guilleard,Eric Serge",2
1976-01-10,"Jason Jon,Adam Thomas",2
1976-01-21,"Jason Paul,Ronald Wade",2
1976-02-17,"Bryan Cody,Scott Ryan",2
1976-03-05,"Douglas Dwyer,Paul Henry",2
1976-03-08,"Juan de Dios,Ryan Paul",2
1976-03-18,"Corky Abraham Philip,Tomokazu,Scott Eric",3
1976-03-24,"Joseph Jonathan,Scott Joseph",2
1976-03-29,"Kevin Ronald,Scott Barham",2
1976-04-05,"Clarence Matthew,Ryan Thomas,Ross Peter",3
1976-04-09,"Kyle Johnathan,Oscar Manuel",2
1976-04-14,"Kyle Lynn,Paul Chester",2
1976-04-29,"Brandon Scott,Erasmo",2
1976-05-04,"Jason Drew,Robinson Castro,Benjamin",3
1976-05-15,"Jason Andre,Tyler Lanier,Eric Ladell",3
1976-05-21,"Travis Boyd,Lee Francis",2
1976-05-24,"Carlos Manuel,Jason William,Brandon John",3
1976-06-04,"Chang-Yong,Juan Carlos",2
1976-06-19,"Dustan Kyle,Alejandro Antonio",2
1976-06-20,"Carlos,Robert William",2
1976-06-27,"Christopher Michael,Johnny Pulado",2
1976-08-04,"Kazuo,Scott Cameron",2
1976-08-12,"Jon Lewis,Ismael",2
1976-08-17,"Yohanny,Matthew Jason,Michael Christopher",3
1976-08-21,"Derrin Lee,Ramon Luis",2
1976-08-22,"Jeffrey Charles,Randall Christopher",2
1976-08-23,"Mark Andrew,Cole Edward",2
1976-08-25,"Pedro Juan,Michael John-Ferrero",2
1976-08-26,"Alexis,Geoffrey Michael",2
1976-08-30,"Michael Paul,Brian Wesley",2
1976-09-04,"Ronald Isiah,Brian Shawn",2
1976-09-15,"Elvis,Matthew J.",2
1976-09-27,"Jason Lloyd,Bodhi J.",2
1976-09-29,"Jermaine Marcel,Calvin Elroy",2
1976-10-17,"Jason Dewey,Seth Michael",2
1976-10-19,"Michael Brian,Jeffrey Wellington,Jason Alexander",3
1976-10-22,"Michael Patrick,Michael Gus",2
1976-11-08,"Victor Aurelio,Carlos Rafael",2
1976-11-11,"Juan Esteban,Jason Michael",2
1976-11-24,"Damian Joseph,Michael Donald",2
1976-12-08,"Reed Cameron,Rontrez DeMon,Jose Geraldo",3
1976-12-17,"Edwin,Jason Christopher,Eric Ryan",3
1976-12-22,"Jason Dean,Wesley Mitchell",2
1976-12-30,"Bradley Roy,Anthony John",2
1977-01-02,"Scott Christopher,Hansel",2
1977-01-03,"Allan James,Michael Christopher,Zach Hart",3
1977-01-04,"Brian Michael,Walter",2
1977-01-28,"Lyle Stefan,Robert Michael",2
1977-02-05,"Abraham,Javier Antonio",2
1977-03-10,"Mark Christopher,Julian Jawonn",2
1977-03-18,"Fernando,Terrmel",2
1977-04-06,"George Andrew,Barry Jarvis",2
1977-04-07,"James Michael,Benjamin Wayne",2
1977-04-19,"Dennys,George Friederich,Joseph Ronald",3
1977-04-23,"Jason Renyt,Andruw Rudolf",2
1977-04-26,"Kosuke,Christopher James",2
1977-05-13,"Chris Andrew,Robert Wade",2
1977-05-19,"Daniel Joshua,Charles Brandon",2
1977-06-28,"Kevin Michael,Christopher Michael",2
1977-06-29,"Tony Mark,Shawn Patrick",2
1977-08-05,"Eric Scott,Mark Alan",2
1977-08-10,"Lorenzo Antonio,Julio Cesar",2
1977-08-14,"Juan D'Vaughn,Scott Christopher",2
1977-08-20,"Aaron Wade,Joshua Ray",2
1977-08-26,"Agustin Alcantara,Larry Allan",2
1977-08-29,"Roy Edward,Aaron Ryan,Steven James",3
1977-08-30,"Jonathan Scott,Marlon Jerrard",2
1977-09-04,"Sun-Woo,Matthew Brian",2
1977-09-10,"Chad Bruce,Danys G.",2
1977-09-25,"Wilbert,Christopher Earl",2
1977-09-29,"Heath Justin,Jacob Cauthen",2
1977-10-19,"Mario Martin,Randy Radames",2
1977-11-04,"Larry Robert,Marcus Edwin",2
1977-11-27,"William Paul,Raul",2
1977-12-07,"Eric Cesar,Rabell Saul",2
1977-12-14,"Rodrigo,Doug Rinehart,Jonathan Daniel",3
1977-12-21,"Earl L.,Frederick Philip,D'Angelo",3
1977-12-23,"Shawn Anthony,Jesus",2
